# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.750       28.148670     0.098207173       110.96528
2.750       28.651325     0.096321041       114.76925
2.750       29.153980     0.093608137       117.51070
2.750       29.656635     0.090904817       120.12206
2.750       30.159289     0.088335147       122.76289
2.750       30.661944     0.085882338       125.42185
2.750       31.164599     0.085624650       131.29667
2.750       31.667254     0.081837315       131.65970
2.750       32.169909     0.080521889       135.81061
2.750       33.175218     0.075135250       138.98098
2.750       34.180528     0.072859937       147.39928
2.750       35.185838     0.070170383       154.85591
2.750       36.191147     0.064599850       155.13466
2.750       37.196457     0.063105329       164.52845
2.750       38.201767     0.061101343       172.57241
2.750       39.207076     0.059922098       182.95768
2.750       40.212386     0.056509816       186.15456
2.750       41.217696     0.051799699       183.75900
2.750       42.223005     0.051100985       194.87088
2.750       43.228315     0.049961130       204.45956
2.750       44.233625     0.047968414       210.32127
2.750       45.238934     0.047208573       221.42580
2.750       46.244244     0.044871214       224.80767
2.750       47.249554     0.044254157       236.49255
2.750       48.254863     0.041927512       238.66713
2.750       49.260173     0.040653357       246.18096
2.750       50.265482     0.039328117       253.03638
2.750       51.270792     0.038589202       263.47908
2.750       52.276102     0.037634729       272.37587
2.750       53.281411     0.036523253       279.87678
2.750       54.286721     0.035176501       285.10427
2.750       55.292031     0.034394154       294.53880
2.750       56.297340     0.034018189       307.49997
2.750       57.302650     0.033108471       315.59746
2.750       58.307960     0.032279205       324.17284
2.750       59.313269     0.031323691       331.13019
2.750       60.318579     0.030539919       339.54039
2.750       61.323889     0.029435937       343.90396
2.750       62.329198     0.028923397       354.80863
2.750       63.334508     0.029460815       379.17196
2.750       64.339818     0.028039007       378.33137
2.750       66.350437     0.027810779       411.54257
2.750       68.361056     0.025701114       415.95706
2.750       70.371675     0.025243746       445.67445
2.750       72.382295     0.022570857       433.62605
2.750       74.392914     0.024096387       502.59354
2.750       76.403533     0.022144825       500.36029
2.750       78.414153     0.022642177       553.05944
2.750       80.424772     0.021177016       558.09037
2.750       82.435391     0.021128380       599.62203
2.750       84.446011     0.019501308       594.93761
2.750       86.456630     0.019406579       635.35162
2.750       88.467249     0.019568115       686.38346
2.750       90.477868     0.018031336       676.58949
2.750       92.488488     0.017578581       704.55859
2.750       94.499107     0.016968531       725.43354
2.750       96.509726     0.018014659       820.36961
2.750       98.520346     0.017943578       869.27477
2.750       100.53096     0.016971532       873.55622
2.750       102.54158     0.016298365       890.25489
2.750       104.55220     0.016641905       963.54690
2.750       106.56282     0.015433205       946.11415
2.750       108.57344     0.015634447       1013.7331
2.750       110.58406     0.015181922       1040.0989
2.750       112.59468     0.015247796       1102.6329
2.750       114.60530     0.014720045       1122.5185
2.750       116.61592     0.014376191       1155.0150
2.750       118.62654     0.014137822       1195.6342
2.750       120.63716     0.013327227       1185.3684
2.750       122.64778     0.013885694       1297.8272
2.750       124.65840     0.012933697       1269.2803
2.750       126.66902     0.013052667       1343.9426
2.750       128.67964     0.012811138       1382.8893
2.750       132.70087     0.012976208       1536.1705
2.750       136.72211     0.012783642       1655.1644
2.750       140.74335     0.011624155       1641.7813
2.750       144.76459     0.011403696       1752.6812
2.750       148.78583     0.011222798       1872.6478
2.750       152.80707     0.010003826       1808.2843
2.750       156.82831     0.010941629       2138.0881
2.750       160.84954     0.010659309       2247.2885
2.750       164.87078    0.0098006762       2225.1403
2.750       168.89202     0.010483659       2558.6479
2.750       172.91326    0.0099812347       2614.2037
2.750       176.93450    0.0093797933       2632.0921
2.750       180.95574    0.0086279745       2589.9786
